id,userid,name,date,location,anotator,entitas,sentimen,label_kombinasi,tweet
1.65448E+18,1.0272E+18,yunankingstar1,Fri May 05 13:31:53 +0000 2023,"Medan Kota, Indonesia",jayadi,anies,n,a_n,"NKRI 🇲🇨 TIDAK BISA DI KUASAI ATAU DI KEKUASAAN OLEH SIAPAPUN  SEBAB NKRI 🇲🇨 MILIK SEMUA ETNIS, RAS DAN AGAMA JADI TIDAK ADA YANG MERASA PALING BERKUASA ATAU MENJADI KEKUASAAN ATAU PALING POWER DI NKRI 🇲🇨 HARGA MATI  JADI ANIES BASWEDAN JANGAN MIMPI YA  "
1.65471E+18,64677484,Uki23,Sat May 06 05:03:00 +0000 2023,Jakarta,jayadi,anies,n,a_n,"Pak Jokowi itu ikut Pemilu 4 kali dan menang 4 kali. Lagipula, Pak Jokowi gak pernah berkontestasi dengan pak Anies. Yang ada, pak Anies pernah diepecat pak Jokowi. Bang Hensat ini cuma pingin pak Anies diomongin terus aja. Oke, aku bantu bang. 🙂 "
1.65471E+18,64677484,Uki23,Sat May 06 05:00:18 +0000 2023,Jakarta,jayadi,anies,n,a_n,"Pak Jokowi itu ikut Pemilu 4 kali dan menang 4 kali. Lagipula, Pal Jokowi gak pernah berkontestasi dengan pak Anies. Uang ada, pak Anies pernah diepecat pak Jokowi. Bang Hensat ini cuma pingin pak Anies diomongin terus aja. Oke, aku bantu bang. 🙂 "
1.65471E+18,64677484,Uki23,Sat May 06 05:00:37 +0000 2023,Jakarta,jayadi,anies,n,a_n,"Pak Jokowi itu ikut Pemilu 4 kali dan menang 4 kali. Lagipula, Pal Jokowi gak pernah berkontestasi dengan pak Anies. Yang ada, pak Anies pernah diepecat pak Jokowi. Bang Hensat ini cuma pingin pak Anies diomongin terus aja. Oke, aku bantu bang. 🙂 "
1.65472E+18,64677484,Uki23,Sat May 06 05:12:10 +0000 2023,Jakarta,jayadi,anies,n,a_n,"Pak Jokowi itu ikut Pemilu 5 kali dan menang 5 kali. Lagipula, Pak Jokowi gak pernah berkontestasi dengan pak Anies. Yang ada, pak Anies pernah diepecat pak Jokowi. Bang Hensat ini cuma pingin pak Anies diomongin terus aja. Oke, aku bantu bang. 🙂 "
1.65576E+18,7.86562E+17,bewe_lawyer,Tue May 09 02:22:44 +0000 2023,Blitar,jayadi,anies,n,a_n,"Pak surya ini mengada-ada, sesungguhnya bukan karena pencapresan anies tetapi karena kerja jokowi termasuk menteri2 dari nasdem seluruhnya dianggap. Surya Paloh Akui Anies Dijegal Maju Pilpres: Mungkin dari Supranatural "
1.65604E+18,62497156,HaposanManurung,Tue May 09 20:55:44 +0000 2023,"ÜT: -6.242656,106.935044",jayadi,anies,n,a_n,Pas memang Anies ikutan pilpres terus kalah. Pengen tahu kerjaan swasta apa buat bayar hutang miliaran rupiah 
1.65488E+18,9.13674E+17,Desto11879838,Sat May 06 16:17:08 +0000 2023,"DKI Jakarta, Indonesia",jayadi,anies,n,a_n,"Pembalut bersayap, tapi apanya ya yang tajam ya mba mar😁😁 oh saya mulai paham, anies lagi nyindir ahy ya mar, maksa jadi wakil, bikin puyeng koalisi😁😁 "
1.65578E+18,1.60358E+18,GantineRamane,Tue May 09 03:27:41 +0000 2023,"Bandar Kuala Lumpur, Wilayah P",jayadi,anies,n,a_n,"Pendukung Anies di Pilpres 2024, HTI/FPI dan IM akan mengikuti cara2 Taliban tuk memenangkan Anies  "
1.65538E+18,107527108,miftah209,Mon May 08 00:58:25 +0000 2023,,jayadi,anies,n,a_n,Percayalah akhirnya nti persiden yad akan lakukan ap yg dilakukan persiden sekarang. Dlm kontek dukungan terhadap pengganti. Karena TDK ada yg dilanggar. Anis hanya bisa omong n kadang g bisa kontrol diri. @PKSejahtera @DPP_PPP @aniesbaswedan 
1.65545E+18,1.18054E+18,DavidWijaya82,Mon May 08 05:47:03 +0000 2023,,jayadi,anies,n,a_n,"Percayalah, karma dari mainan SARA Pilkada DKI akan dibayar tunai 2024; dan Presiden RI 2024 insyaAllah keturunan asli Indonesia suku Jawa.   Elektabilitas Anies Stagnan Urutan 3, PKS Ungkit Menang Pilkada DKI 2017 "
1.65578E+18,1.30124E+18,KDyiah,Tue May 09 03:39:23 +0000 2023,"جیوانی, پاکستان   ruang jiwa  ",jayadi,anies,n,a_n,"Permainan sudah dimulai, taktiknya itu2 saja. Playing victim... . .ga ada yg bisa dijual sih "
1.65502E+18,1.60267E+18,GagakNewww,Sun May 07 01:08:22 +0000 2023,Cipayung Jaktim,jayadi,anies,n,a_n,Pilpres tahun ini adalah peperangan utk melawan Grombolan Gembel2 HTI dan FPI serta Wahabi yg menjadi pendukung onta Anies Baswedan...@aniesbaswedan Pemilu 2024 akan menjadi bangkitnya kembali HTI dan FPI yg izinya sudah di bekukan Negara..
1.65499E+18,1.61804E+18,ferdinand_mpu,Sat May 06 23:26:56 +0000 2023,,jayadi,anies,n,a_n,"Prediktor terbaik atas masa depan adalah perilaku di masa lalu. Kata si bacapres halu.  Maka utk rakyat Indonesia di manapun berada, sy ajak untuk berdoa agar Anies Baswedan gagal nyapres supaya Pilpres 2024 tidak terjadi sprt Pilkada DKI Jakarta 2017 lalu.  2017 ITU BRUTAL"
1.65518E+18,1.50072E+18,Ke7car,Sun May 07 11:58:08 +0000 2023,Indonesia 🇲🇨,jayadi,anies,n,a_n,"Prestasi apa ya. Sampe detik ini saya juga masih bingung. Ko ada org bilang pak Anis itu berprestasi  Relawan yang tergabung dalam Amanat Indonesia (ANIES) melakukan deklarasi dukungan di Tennis Indoor Senayan, Jakarta Selatan, Minggu (7/5)."
1.65484E+18,1.54709E+18,BahamasJefry,Sat May 06 13:33:36 +0000 2023,,jayadi,anies,n,a_n,"RT @aewin86: Contoh orang butuh diperhatikan...  Anies: Saya Datang ke Tokoh-tokoh Buruh Tak Ada Posting, Itu Bukan Atraksi "
1.65541E+18,1.6497E+18,PurwoSrigati8,Mon May 08 02:51:50 +0000 2023,Yogyakarta,jayadi,anies,n,a_n,RT @aewin86: Disangkanya kelompok mereka saja yang paling alim.  #BapakPolitikIdentitas bersabda...  Anies: Kita Tak Gentar dengan Material…
1.65579E+18,203474201,edtheluck,Tue May 09 04:12:18 +0000 2023,Indonesia,jayadi,anies,n,a_n,"RT @AgusKuswanto121: Anies tahu bakal kalah pilpres tapi dia mau nikmatin naik jet pribadi gratis, hotel, makan minum gratis. Kapan lagi ya…"
1.65527E+18,1183206164,Nordicblackmtl,Sun May 07 17:58:04 +0000 2023,Ngayogjakarta Hadiningrat,jayadi,anies,n,a_n,"RT @AnakTangsiAD: ° | Pesimis   Narasi orang yg kalah.   Orasinya gak banget     Bacapres Koalisi Perubahan, Anies B…"
1.65584E+18,8.99598E+17,CeciliaSuwanda1,Tue May 09 07:29:50 +0000 2023,"Jakarta Capital Region, Indone",jayadi,anies,n,a_n,"RT @ariefrasyad: Tetep harus dibelokin ksitu yah nies, kayak sengaja membenturkan kekuatan material Vs Kekuatan spritual.  Emang bener2 #Ba…"
1.65583E+18,1.19721E+18,bentangnegeri,Tue May 09 06:42:13 +0000 2023,"Kota Surabaya, Jawa Timur",jayadi,anies,n,a_n,"RT @arrywawan: masih menjadi koalisi pemerintah Presiden Jokowi, kok ya bikin koalisi perubahan, bahkan AB jadi antitesa dari beliau,  sama…"
1.65513E+18,1.59351E+18,suroso_noto6,Sun May 07 08:27:33 +0000 2023,"Kota Surabaya, Jawa Timur",jayadi,anies,n,a_n,"RT @assyifa_sjszn: Kalah ko nuduhnya di curangi, siapin aja gorengan buat habis pemilu klu anies baswedan lolos jadi Capres, pasti nyungsep…"
1.6555E+18,1.3138E+18,wongkalibanteng,Mon May 08 09:26:30 +0000 2023,"Semarang Barat, Indonesia",jayadi,anies,n,a_n,"RT @assyifa_sjszn: Setelah pilpres pak anies bakal jadi Presiden nya KADRUN, lumayan tetap presiden biarpun bukan Presiden RI"
1.65548E+18,1.39719E+18,TujuhKg,Mon May 08 07:34:17 +0000 2023,,jayadi,anies,n,a_n,"RT @BlackcoTanya: 😂😂😂😂wan Jembit mulai panik secara elektabilitas turun terus.  Bacapres Koalisi Perubahan, Anies Baswedan, meminta pemerin…"
1.65577E+18,1.60352E+18,SlametR06751672,Tue May 09 03:20:32 +0000 2023,,jayadi,anies,n,a_n,"RT @BlackcoTanya: 😂😂😂menyenangkan diri sendiri walau panik, Kalian kata ini pilkada DKI yg 57% kadrun ??? Ini indonesia Bung dan rakyat cer…"
1.6545E+18,1.56023E+18,budarsana_ketut,Fri May 05 14:54:50 +0000 2023,,jayadi,anies,n,a_n,RT @BlackcoTanya: 😂😂😂Partai BINGUNG menyenangkan diri sendiri. Sampai ayam tumbuh gigipun wan jembut ga bakal menang.  Surya Paloh memantau…
1.65452E+18,1.52498E+18,Verraagustian_,Fri May 05 16:31:03 +0000 2023,,jayadi,anies,n,a_n,"RT @BlackcoTanya: Gaya lama bacot wan jembot penipu😂😂😂gerombolan kadrun yg share kemana2 seolah2 pasti menang, taik kucinglah.  AB mengatak…"
1.65613E+18,1.37722E+18,mondster12,Wed May 10 02:51:38 +0000 2023,,jayadi,anies,n,a_n,"RT @BungkusTukang: ""TIDAK TAU MALU"" . . BuzzeRP @aniesbaswedan bikin video hoax,comot video pengukuhan DPC Banteng Muda Indonesia se-Jatim…"
1.656E+18,1.60515E+18,dsangg3,Tue May 09 18:24:21 +0000 2023,Planet Kryton,jayadi,anies,n,a_n,"RT @cagubnyinyir2: Ha ha Play Victim ! Surya Paloh: Anies Baswedan Dijegal untuk jadi Capres di Pemilu 2024, ada pencekalan di lapangan, it…"
1.65513E+18,8.64298E+17,VjHan85,Sun May 07 08:31:13 +0000 2023,"Besuki, Indonesia",jayadi,anies,n,a_n,"RT @cahdwibud: @VIVAcoid Aneh juga pak Anies ini. Siapa yang takut kehilangan kekuasaan. Tanda takut hilang itu, pasti menunda pemilu atau…"
1.65579E+18,1.50124E+18,ownerradikal1,Tue May 09 04:12:23 +0000 2023,Dalam jangkauan/pantauan lLAHI,jayadi,anies,n,a_n,RT @DamaiHariLubis: Salut Dukung Syahganda mundur dari KAMI Konsisten Dukung Anies Tolak Politik Netral  Bereda kabar Koalisi Aksi Menyelam…
1.65616E+18,1.23197E+18,Danimas19,Wed May 10 05:07:32 +0000 2023,,jayadi,anies,n,a_n,"RT @DavidWijaya82: Percayalah, karma dari mainan SARA Pilkada DKI akan dibayar tunai 2024; dan Presiden RI 2024 insyaAllah keturunan asli I…"
1.65593E+18,576755999,bengkeldodo,Tue May 09 13:35:41 +0000 2023,"Kebumen, Indonesia",jayadi,anies,n,a_n,RT @dayana47631052: @AbdulA77995 @bengkeldodo trus apa jaminannya MISALKAN Anies menangi pilpres keadaan negara akan lebih baik dari skrg?…
1.65612E+18,1.63291E+18,P3WeeIce,Wed May 10 02:17:55 +0000 2023,,jayadi,anies,n,a_n,"RT @DoankWarto: Belum apa2 sdh berpikiran negatif, berprasangka buruk, mencurigai, bersuudzon thd pemerintah/negara  Padahal pilpres belum…"
1.65547E+18,1.56587E+18,janggo60115280,Mon May 08 07:10:34 +0000 2023,,jayadi,anies,n,a_n,"RT @DoankWarto: Menang pilkada DKI juga karena berkat penggunaan politik identitas, berkat politisasi agama, masjid, ayat dan mayat.  Kemen…"
1.65464E+18,159500521,mikaildejonah,Sat May 06 00:25:13 +0000 2023,"Santa FE, TX.",jayadi,anies,n,a_n,RT @Dyananjani89: @ferdinand_mpu Sjak 2017 Pemilu di Indonesia  Makin terlihat MENJIJIKKAN gini ya.  2014 emang ada isu2 keturunan PKI. 201…
1.65473E+18,8.58956E+17,Mytrip19,Sat May 06 06:16:40 +0000 2023,"Cengkareng, Indonesia",jayadi,anies,n,a_n,RT @eddy_widodo_165: Kalau sdh tau ya sadar diri lah..  Ngak usah baper.. ‼️   Surya Paloh menyebut Jokowi sudah tid…
1.65543E+18,3247367886,arupha_00,Mon May 08 04:31:24 +0000 2023,"Bogor, Jawa Barat",jayadi,anies,n,a_n,"RT @fay_nando: @kompascom Itu krna tdk aportif,, jual ayat dan mayat politik identitas,, tapi kali ini di pastikan gak bakal terulang kasus…"
1.655E+18,1.47142E+18,zeni8852,Sat May 06 23:42:23 +0000 2023,"Maryland, USA",jayadi,anies,n,a_n,RT @ferdinand_mpu: Prediktor terbaik atas masa depan adalah perilaku di masa lalu. Kata si bacapres halu.  Maka utk rakyat Indonesia di man…
1.6561E+18,1.58488E+18,Ghost1404514116,Wed May 10 01:06:33 +0000 2023,"DKI Jakarta, Indonesia",jayadi,anies,n,a_n,RT @Fr4nst: @KrisyantoOni Pertanyaan: Mengapa Anies beri IMB rumah ibadah non muslim tanpa ada penolakan/demo? Pdhl gubernur2 sblmnya selal…
1.65536E+18,1.64673E+18,BJ____Robin,Sun May 07 23:33:58 +0000 2023,Indonesia,jayadi,anies,n,a_n,"RT @gabonLUcky: Kok seperti yakin banget ya, bisa lanjut jadi capres aja udah bagus   "
1.65504E+18,1.14477E+18,eddy_widodo_165,Sun May 07 02:28:25 +0000 2023,"Bogor, Jawa Barat",jayadi,anies,n,a_n,RT @GagakNewww: Pilpres tahun ini adalah peperangan utk melawan Grombolan Gembel2 HTI dan FPI serta Wahabi yg menjadi pendukung onta Anies…
1.65614E+18,8.26495E+17,BarzanyWA,Wed May 10 03:45:23 +0000 2023,"Kota Surabaya, Jawa Timur",jayadi,anies,n,a_n,RT @GeiszChalifah: Bahkan seminggu sebelum Pilkada kami ditempatkan nomor 3. Kami sudah terbiasa ditempatkan nomor 3 dan kami tetap optimis…
1.65482E+18,2319203023,afrizalsamsir,Sat May 06 12:05:45 +0000 2023,,jayadi,anies,p,a_p,Disinilah letak perbedaan capres petugas partai yang didukung pemerintahan dngan capres bpk anies petugas rakyat...masih aktif jadi gubenur sudah mulai politik safari kesana kemari padahal blum masuk masa kampanye...pilpres 2024 akan lebih bnyak lgi  nyawa yng akan hilang.. 
1.65448E+18,109744397,SyaefullahHamid,Fri May 05 13:16:34 +0000 2023,Jakarta Timur,jayadi,anies,p,a_p,"dl Anies dianggap “curi start” krn deklarasi capres dan keliling temui msyrkt pdhl tahapan kampanye pemilu blm mulai,bkn hny BuzzerRp,Bawaslu pun ikutan menyerang tp skrg GP yg msh gubernur lakukan itu,kok @bawaslu_RI diam bhkn beralasan krn blm ada penetapan capres,kok beda ya?"
1.65582E+18,7.2931E+17,TajukPolitik,Tue May 09 06:29:12 +0000 2023,,jayadi,anies,p,a_p,Duet Anies-AHY Unggul Jauh dari Pasangan Lain 
1.65582E+18,1.25863E+18,ajengcute16__,Tue May 09 06:10:23 +0000 2023,Dihati mu 💙,jayadi,anies,p,a_p,Duet Anies-AHY Unggul Jauh dari Pasangan Lain   
1.65596E+18,1.46014E+18,Simanjunta9Nico,Tue May 09 15:46:31 +0000 2023,,jayadi,anies,p,a_p,"Dukung Anies, Wakil Ketua DPW PPP Aceh, Tgk. H. Musannif Siap kalau Dipecat DPP.   Kader senior partai berlambang Ka’bah ini pun mengaku tidak akan menghadiri kampanye resmi PPP nanti pada saat pilpres.   @LANGKAHANIES @dppbronies @Anies_Relawan @AniesAHY"
1.65546E+18,1.62946E+18,yoyo_gundero,Mon May 08 06:26:37 +0000 2023,,jayadi,anies,p,a_p,"🌹Insyaallah perjuangan Bapak Anies Baswedan dan Rakyat untuk menyelamatkan NKRI, mensejahterakan rakyat Indonesia mendapat Ridho ALLAH SWT dan bisa memenangkan pemilu 2024 sebagai Presiden RI, Aamiin ya Robbal Alamiin...🤲🏻✒️🙏"
1.65544E+18,1.62946E+18,yoyo_gundero,Mon May 08 05:07:40 +0000 2023,,jayadi,anies,p,a_p,"🌹Insyaallah perjuangan Bapak Anies Baswedan dan Rakyat untuk menyelamatkan NKRI, mensejahterakan rakyat Indonesia mendapat Ridho ALLAH SWT dan bisa memenangkan pemilu 2024 sebagai Presiden RI, Aamiin ya Robbal Alamiin...🤲🏻✒️🙏 "
1.65536E+18,2718336037,SuwandaBen,Mon May 08 00:00:11 +0000 2023,,jayadi,anies,p,a_p,Effendy Choirie. Ketua Bappilu DPP NasDem Relawan akan Kawal Suara Anies.  Pemilu 2024 harus jujur dan adil. Jangan dicurangi oleh instrumen Negara.  Setiap TPS butuh dua saksi. Koalisi Perubahan akan bentuk 100 - 200.000 saksi di se-tiap Propinsi guna menghadapi Pemilu 2024 
1.65555E+18,2431850658,tawajkt,Mon May 08 12:43:16 +0000 2023,"Makassar-Jakarta, Indonesia ",jayadi,anies,p,a_p,"Eks Wakil Menteri (Wamen) ATR/BPN era Jokowi, Surya Tjandra secara terbuka sudah mengungkapkan bahwa dirinya akan mendukung Anies Baswedan menjadi Presiden di Pilpres 2024.  "
1.65585E+18,226099847,tama_milanisti,Tue May 09 08:29:09 +0000 2023,Jakarta,jayadi,anies,p,a_p,Faktanya pilkada DKI Anis Baswedan menang..dan next pilpres 2024 Anis Baswedan juga pemenangnya 😂😂😂 
1.65571E+18,134423273,gooyudi,Mon May 08 23:22:02 +0000 2023,"Medan,North Sumatera,Indonesia",jayadi,anies,p,a_p,fix gua pilih anies pas pilpres nanti
1.65514E+18,8.18242E+17,SATULSM_LIRA,Sun May 07 09:13:38 +0000 2023,Indonesia,jayadi,anies,p,a_p,"FONAMENA ANIES BASWEDAN BISA SEPERTI PILPRES SBY TAHUN 2004. SBY-JK dikepung banyak partai, namun karena masyarakat menginginkan perubahan, SBY-JK bisa unggul 63%. Dkgn rakyat secara mandiri luar biasa, ketika itu. Sama sprt saat ini buat @aniesbaswedan  "
1.65466E+18,1.60646E+18,muadz_2019,Sat May 06 01:49:11 +0000 2023,,jayadi,anies,p,a_p,"Gimana mo dipercaya Pemilu 2024 ini akan berjalan jujur dan adil jika pengawasnya berlakukan double standar ""2 mata pisau"" begini ?!? Padahal PDIP sudah terdaftar kan ?!?  Ketika dgn Anies malah sebaliknya berbeda seperti tegas menegur kan ?!? "
1.65583E+18,1.61447E+18,GabonGoku,Tue May 09 06:52:52 +0000 2023,"DKI Jakarta, Indonesia",jayadi,anies,p,a_p,"Gini aja...main fair play... Kalo Anies menang pilpres 2024 loe boleh potong jari kelingking gue, tapi sebaliknya kalo Anies kalah gue potong jari kelingking loe. Deal ? Kita bikin perjanjian bermaterai. JAWAB kalo loe LAKI2 ..Kalo ga jawab berarti BANCI !!!!! "
1.65604E+18,1.59054E+18,Indiah752834981,Tue May 09 21:05:49 +0000 2023,,jayadi,anies,p,a_p,Hahaha...siapa yg njegal..supranatural aja takut sama anie kan ada adam amrullah..! Hanya ada 1  ne ya yuni...ngak adi ngak oni atau ni ni yg lain yunita tok..https://t.co/qyTCHsqmXm
1.65611E+18,234262231,paradox_2020,Wed May 10 01:50:06 +0000 2023,,jayadi,anies,p,a_p,Hanya satu cara paling ampuh mereka bisa menang. Jangan sampai Anies ikut pilpres. 
1.65576E+18,1.17678E+18,putriphinass,Tue May 09 02:33:07 +0000 2023,,jayadi,anies,p,a_p,Harapan para relawan : Anies tetap setia menjadi presiden yang fokus pada pembangunan yang pro rakyat 
1.65504E+18,19237217,iwanpiliang7,Sun May 07 02:52:54 +0000 2023,"Jimbaran, Bali, Indonesia",jayadi,anies,p,a_p,"Hari ini deklarasi relawan @aniesbaswedan ya?  Saya titip pesan lewat Sosmed.  Kalau Pilpres hari ini Anies pasti terpilih, tapi Pilpres 2024.  Maka keterpilihan di setiap daerah hrs di atas 70%&gt;&gt;&gt; AGAR SULIT DICURANGI&lt;&lt; dan militansi relawan, pendukung hrs total football🙏🙏"
1.65511E+18,1.47478E+18,Martinluth91,Sun May 07 07:06:51 +0000 2023,,jayadi,anies,p,a_p,"Hasil survei. ..Anies terendah Di medsos Anies byk dilecehkan, dibully, dimaki maki .. Di medsos Anies dianggap tdk berprestasi... Herannya di dunia NYATA.  . ANIES.. DITAKUTI @_opposite6890 @abirekso @Boediantar4 @BosPurwa @RamliRizal "
1.65509E+18,1.58472E+18,SOEM4NTO,Sun May 07 05:52:10 +0000 2023,"Bengkulu, Indonesia",jayadi,anies,p,a_p,Hiruk pikuk pilpres Anies kalau di survey kalah telak dgn GP dan PS. Partai yg ngusung masih ragu2 Kenapa Buzzer2 msh di kerahkan membully  Anies  KPK tinggal nunggu perintah tersangkakan Anies Heru merusak karya  Anies. Why Jokowi kenapa begitu takutnya kau dengan Anies
1.65544E+18,1.64834E+18,Heri135792468,Mon May 08 04:58:57 +0000 2023,Bagian Pinggiran Nusantara,jayadi,anies,p,a_p,"ini masalah kebijakan Pemerintahan sekarang ( Pemerintah yang Sah menurut pasal 7 UUD NRI 1945 yang di perkuat UU NOMOR 7 Tahun 2017 tentang PEMILU masa Jabatan Presiden dan Wakil Presiden ), jadi kalau nanti insya Allah Bapak Anies TERPILIH sah2 saja membuat kebijakan juga, maaf "
1.65548E+18,1.44311E+18,NsttRoby,Mon May 08 07:51:50 +0000 2023,,jayadi,anies,p,a_p,"Ini namanya taktik ""MENGAIS SIMPATI""  banyak Pemilih NKRI ini melo.  Suka drama drama orang tertindas. Endorse JKW itu pisau bermata 2, karena tidak dilakukan dengan elegan.   "
1.65541E+18,158162219,arwidodo,Mon May 08 03:17:43 +0000 2023,Indonesia,jayadi,anies,p,a_p,Insya Allah Pak Anies Baswedan pilihan terbaik di Pilpres 2024 
1.65446E+18,122020937,MardaniAliSera,Fri May 05 12:14:24 +0000 2023,Jakarta to the World,jayadi,anies,p,a_p,Insyaallah kejutan yg memberikan efek kemenangan krn Alhamdulillah komunikasi jalan baik. Saling percaya &amp; saling terbuka jd dasar kita. KPP sdh advanced dgn memberi kepercayaaan pd Mas @aniesbaswedan sebagai capres dgn musyawarah bersama partai pendukung  
1.65539E+18,1904113050,Haidary__,Mon May 08 01:53:28 +0000 2023,,jayadi,anies,p,a_p,isyarat dari opung kpd rakyat utk pilih anies pada pilpres 2014. 
1.65509E+18,9.50103E+17,khrloebs,Sun May 07 06:19:29 +0000 2023,,jayadi,anies,p,a_p,"Iya gpp pak, nama nya juga belum pilpres, itu hanya utk sekedar spy ketum anda bisa semangat dan terhibur aja, ntar pd pilpres 2024 nnti yg menang Anies Baswedan.....bgtu  bocoran dari survey2......🤪 "
1.65506E+18,1.60369E+18,AdeYuli76604253,Sun May 07 03:49:39 +0000 2023,,jayadi,anies,p,a_p,Jadilah Wasit yg Netral dan Adil. Klo President Netral maka Harusx mengundang Anies Baswedan dgn Koalisi Perubahanx untuk menyongsong Pemilu yg Jurdil.  Jika Tidak maka sangat terlihat kepentingan Politik President dan Pemilu Jurdil hanya Omong Kosong... Rakyat Monitor. 
1.65516E+18,1.5027E+18,DamaiHariLubis,Sun May 07 10:22:10 +0000 2023,,jayadi,anies,p,a_p,"Jakarta, periode 2017 - 2022. Anies Rasyid Baswedan, menuju Penetapan Bakal Capres Tahun 2024 - 2029. Termasuk memilih Anies disaat pemilu Pilpres, merupakan sebuah keharusan umat muslim di tanah air "".   Diketahui secara umum, Anies oleh Koalisi 3 Partai, NASDEM, PKS dan"
1.65468E+18,1.60086E+18,wedevlper,Sat May 06 02:59:40 +0000 2023,,jayadi,anies,p,a_p,"Jangan sampai pemilu 2024 memecah toleransi dan keberagaman di Indonesia, demikian harapan Nasdem yang mendukung bacapres Anies Baswedan "
1.65616E+18,1.60142E+18,xjnes,Wed May 10 05:05:48 +0000 2023,Bukit Tinggi,jayadi,anies,p,a_p,"Jelang pemilu 2024 semakin terlihat apakah Lembaga-lembaga pemeritahan ini bisa adil dan tidak memihak, Anies ini juga calon presiden harus disamakan, ujar Aboe"
1.65572E+18,1.48663E+18,ki_cakrasurya,Mon May 08 23:46:58 +0000 2023,,jayadi,anies,p,a_p,"Jelas ada yg njegal, yg njegal itu ya suruhan jokowi... Pak surya paloh harus berterus terang...  "
1.65589E+18,1.22683E+18,Wongkuno2B,Tue May 09 11:17:10 +0000 2023,"Denpasar Selatan, Indonesia",jayadi,anies,p,a_p,"Jelas Tdk Takut Kehilangan Kekuasaan, yg jelas takut tdk dapat uang dari kekuasaan, lebih takut lagi bila lakulan kebaikan. "
1.65583E+18,1.13895E+18,hc_poirot,Tue May 09 06:43:04 +0000 2023,,jayadi,anies,p,a_p,"jokowi tidak bisa seenaknya menganulir keinginan rakyat untuk mendaulat anies baswedan  saran saja, jangan memancing amuk rakyat  "
1.65464E+18,9.54377E+17,Sukardi2017,Sat May 06 00:07:09 +0000 2023,"Brebes, Indonesia",jayadi,anies,p,a_p,Justru ane mikirin Anies itu agar jangan sampai naik posisi.  Pilpres masih jauh.  Segala kemungkinan bisa terjadi.  😅😅😅 
1.6551E+18,807072487,assyifa_sjszn,Sun May 07 06:55:44 +0000 2023,Gresik Giri Kedaton Jatim,jayadi,anies,p,a_p,"Kalah ko nuduhnya di curangi, siapin aja gorengan buat habis pemilu klu anies baswedan lolos jadi Capres, pasti nyungsep, jadi siapin isu gorengan di curangi ya? "
1.65611E+18,44555991,eriwardhana,Wed May 10 01:21:18 +0000 2023,,jayadi,anies,p,a_p,"Kalau memang yakin dengan survey abal2 itu, kenapa harus takut kalau @anisbaswedan maju. biarkanlah beliau maju, biarlah pemilu berjalan dengan jujur tanpa jegal menjegal, kalau sudah waktunya menang, pasti menang. "
1.65551E+18,1.59351E+18,TMZull,Mon May 08 09:38:23 +0000 2023,Indonesia ,jayadi,anies,p,a_p,"Kalo org memiliki akal sehat pasti dukung Anies, ini contoh orangnya punya akal sehat.,  Mantan Wamen ATR/BPN Era Jokowi Dukung Anies Baswedan di Pilpres 2024  lewat @TajukPolitik"
1.65515E+18,1.56995E+18,kucinggemashhh,Sun May 07 09:45:19 +0000 2023,,jayadi,anies,p,a_p,kayaknya anies yg bakal menang pilpres 24 
1.65464E+18,2154348348,WidadiHandoyo,Sat May 06 00:27:45 +0000 2023,,jayadi,anies,p,a_p,"KEKUASAAN ITI DI TANGAN RAKYAT, jadi orang orang yg menghalangi kompetisi sama saja tidak menghargai DEMOKRASI  "
1.65519E+18,23343960,kompascom,Sun May 07 12:42:34 +0000 2023,Jakarta,jayadi,anies,p,a_p,"Kelompok Relawan Amanat Indonesia berharap bakal calon presiden Anies Baswedan menjadi ""Petugas Rakyat"" jika menang Pilpres 2024. "
1.65484E+18,1.249E+18,Gojekmilitan,Sat May 06 13:34:34 +0000 2023,"DKI Jakarta, Indonesia",jayadi,anies,p,a_p,"Kemenangan Pak Anies di DKI saat putaran Kedua Pilgub karena Suara Pendukung AHY banyak yang pilih Pak Anies karena Saat itu pendukung kedua calon Tidak saling serang melawan Ahok yang didukung Kekuasaan,   Semoga Pilpres 2024 bisa jadi pelajaran dari Pilgub DKI"
1.65607E+18,634227637,anies_RI1_2024,Tue May 09 22:41:03 +0000 2023,"Jawa Barat, Indonesia",jayadi,anies,p,a_p,"Kemenangan Pemilu itu dihitung dari coblosan kertas pemilihan di kotak suara, bukan jumlah KTP yang diserahkan. "
1.65505E+18,1.51248E+18,BeritakanID_com,Sun May 07 03:02:53 +0000 2023,Indonesia,jayadi,anies,p,a_p,"Kepanikan Jokowi Karena Takut Anies Baswedan Menang Pilpres 2024  “Kenapa panik? Ya karena memang rakyat Indonesia itu dalam memilih pilihan susah ditebak. Pilkada DKI Jakarta misalnya, itu diunggulkan Ahok tapi ternyata Anies yang menang,” "
1.65479E+18,142918176,Syahrir_Lantoni,Sat May 06 10:06:04 +0000 2023,,jayadi,anies,p,a_p,Keren Narasi Anies Baswedan soal Kekuasaan dan Pemilu 2024 
1.65557E+18,114697372,musniumar,Mon May 08 13:37:23 +0000 2023,"DKI Jakarta, Indonesia",jayadi,anies,p,a_p,Kesuksesan Anies membangun DKi dapat menjadi contoh untuk membangun Indonesia di masa depan jika diberi amanah dlm pemilu 2024 
