ID,sentiment,date,name,tweet,location
1586918272360144897,negative,Mon Oct 31 03:09:34 +0000 2022,KATADATAcoid,Rupiah melemah di tengah penantian pasar terhadap hasil pertemuan The Fed pada pekan ini dan rilis data inflasi besok. https://t.co/k6yHfTm7hp,Jakarta
1586915934446329856,negative,Mon Oct 31 03:00:16 +0000 2022,ANTARABengkulu,Rupiah Senin pagi melemah 19 poin - ANTARA News Bengkulu https://t.co/XqrJk1IIN5,
1586911221240205312,negative,Mon Oct 31 02:41:33 +0000 2022,idntimes,"Rupiah melemah 20,5 poin pagi ini https://t.co/E6egbxcvZj",
1586908462835191809,negative,Mon Oct 31 02:30:35 +0000 2022,21BeritaTerkini,Rupiah Senin pagi melemah 19 poin https://t.co/2ll8AfAroU,
1586907600880545792,negative,Mon Oct 31 02:27:10 +0000 2022,Bisniscom,Rupiah Dibuka Melemah Jelang Pengumuman The Fed https://t.co/5Eo5RvqUzI,"Jakarta, Indonesia"
1586905929207123969,negative,Mon Oct 31 02:20:31 +0000 2022,antaranews,"Nilai tukar rupiah pada Senin pagi melemah 19 poin atau 0,12 persen ke posisi Rp15.573 per dolar AS. https://t.co/OHA9203Wkc",NKRI
1586904807444721664,negative,Mon Oct 31 02:16:04 +0000 2022,antarabiz,Rupiah Senin pagi melemah 19 poin https://t.co/HSCkjq0MSc,NKRI
1586902506486915072,negative,Mon Oct 31 02:06:55 +0000 2022,KontanNews,"Loyo, Rupiah Spot Dibuka Melemah ke Rp 15.570 Per Dolar AS Pada Hari Ini (31/10) https://t.co/t6G4uAq6lX","Jakarta, Indonesia"
1586701167328841728,negative,Sun Oct 30 12:46:52 +0000 2022,tribunnews,"Rupiah Masih Berpotensi Melemah, Pengamat Ungkap Kemungkinan ke Level Rp 15.600 per Dolar AS https://t.co/UU37we2qaj via @tribunnews",Indonesia
1586679477039665154,negative,Sun Oct 30 11:20:41 +0000 2022,SebastianSusil1,"@ilhamrandy10 @KompasTV Bukan hanya rupiah yg kemah, tapi hampir semua mata uang dunia melemah terhadap dolar. Sering2 kah baca komik biar terbuka wawasan",
1586642733024051200,negative,Sun Oct 30 08:54:40 +0000 2022,Chlomirxm,@LorasMaxim @MindoRosalina2 @ilhamrandy10 @KompasTV Berarti mengakui rupiah melemah itu hal yang wajar kan? Atau gak wajar?,"Jakarta, Indonesia"
1586642085415129095,negative,Sun Oct 30 08:52:06 +0000 2022,LorasMaxim,@Chlomirxm @MindoRosalina2 @ilhamrandy10 @KompasTV Rupiah juga melemah kok. Gak baca kurs? Kalau pusat gak mau disalahin ya mundur. Jangan berkuasanya doang mau. Jangan megang anggaran mau. Tapi alesan mulu.,
1586640522877116417,negative,Sun Oct 30 08:45:53 +0000 2022,Tribun_Bogor,"Harga Kedelai Impor Naik, Menteri Perdagangan : Harga Dunianya Turun, Tapi Rupiah Melemah https://t.co/jKVdfGI5zD lewat @tribunnews","Bogor, Jawa Barat"
1586567132665765888,negative,Sun Oct 30 03:54:16 +0000 2022,andiiifaizall,"Sulit kalian bisa adakan semenjak sblm covid. utang negara semakin naik, begitu bungany. Rupiah semakin melemah terhadap Dolar, kalian tdk bisa berikan solusi, SDA kita kau berikan sama mereka, uranium, emas dan lainy kalian berikan kemereka, knp kalian tdk olah sendiri.",Indonesia
1586368333334839296,negative,Sat Oct 29 14:44:18 +0000 2022,EmelyLenn,"RT @kareperaimu000: Nilai dolar meningkat, dan nilai rupiah melemah, sedangkan aku di matamu tidak pernah ternilai",Gangnam
1586353129947561986,negative,Sat Oct 29 13:43:53 +0000 2022,MightyWar3,"Dilihat dari Wikipedia, TNI AU akan memiliki 30 unit single seat dan 12 twin seat dengan varian Rafale F3R dan F4 dengan total 42 unit akan memakan biaya $8,1 Miliar (Rp126 Triliun), harga ini akan terus naik bila kurs Rupiah melemah. (3)","DKI Jakarta, Indonesia"
1586337050482987009,negative,Sat Oct 29 12:40:00 +0000 2022,tribunnews,"Rupiah Masih Berpotensi Melemah di Pekan Depan, Ada di Level Rp 15.600 per Dolar AS https://t.co/YWT5wWNnZJ",Indonesia
1586299993820131330,negative,Sat Oct 29 10:12:45 +0000 2022,cnbcindonesia,"Rupiah Melemah, Berkah Buat Emas Antam? https://t.co/6kRAjXGfDW",Jakarta Capital Region
1586278748315611137,negative,Sat Oct 29 08:48:19 +0000 2022,mustikawiyati,@tatang_rosadi Nyambung yg lebih masup akal . . 4. Patah hati 5. PHK 6. Rupiah melemah 7. Hutang jatuh tempo 8. Harga-harga naik 9. Bea pembangunan sekolah dll mahal 10. Kreditan kendaraan disita bank 11. Kebanyakan makan ikan asin 12. Kebanyakan nonton berita inflasi dst,
1586206371841986561,negative,Sat Oct 29 04:00:43 +0000 2022,indomieenaks,"RT @kareperaimu000: Nilai dolar meningkat, dan nilai rupiah melemah, sedangkan aku di matamu tidak pernah ternilai","Bali, Indonesia"
1586200289714925568,negative,Sat Oct 29 03:36:33 +0000 2022,tribunnews,"Rupiah Masih Berpotensi Melemah di Pekan Depan, Ada di Level Rp 15.600 per Dolar AS https://t.co/YWT5wWNnZJ",Indonesia
1586192214715027458,negative,Sat Oct 29 03:04:28 +0000 2022,anggilisatalia,"RT @kareperaimu000: Nilai dolar meningkat, dan nilai rupiah melemah, sedangkan aku di matamu tidak pernah ternilai",
1586191997307564033,negative,Sat Oct 29 03:03:36 +0000 2022,yournutt_,"RT @kareperaimu000: Nilai dolar meningkat, dan nilai rupiah melemah, sedangkan aku di matamu tidak pernah ternilai",
1586191833440264192,negative,Sat Oct 29 03:02:57 +0000 2022,QANR__,"RT @kareperaimu000: Nilai dolar meningkat, dan nilai rupiah melemah, sedangkan aku di matamu tidak pernah ternilai","Bangkalan, east java Indonesia"
1586187662142361600,negative,Sat Oct 29 02:46:23 +0000 2022,AlifMiftahulHi2,"Indonesia gak kenek resesi kok jare pejabat, tapi suku bunga kok terus naik ? Rupiah yo terus melemah, perkiraanku salah berarti selama iki 😂","Jawa Timur, Indonesia"
1586161767754842112,negative,Sat Oct 29 01:03:29 +0000 2022,iyasayangiyah_,"RT @kareperaimu000: Nilai dolar meningkat, dan nilai rupiah melemah, sedangkan aku di matamu tidak pernah ternilai",Surabaya
1586161166170337280,negative,Sat Oct 29 01:01:06 +0000 2022,Al_Mksn,"@KingOfWar_Ind Dapat wangsit dari rezim buat fitnah umat islam ya? Rupiah makin melemah tuh, kasus sambo masih dalam proses sidang, ada peraturan baru tentang pangan yg akan dikelola pemerintah, ada isu Gagal.ginjal. Lg berusaha mengalihkan perhatian dan mimta dukungan ya?",Every Where
1586157709811851265,negative,Sat Oct 29 00:47:22 +0000 2022,darwaber_,"RT @AlbertSolo2: Breaking news. Rupiah kembali di tutup melemah terhadap Dollar Amerika serikat, pada penutupan perdagangan Jumat kemarin.R…",
1586146504162480131,negative,Sat Oct 29 00:02:50 +0000 2022,sukajalanterus,"RT @tvOneNews: Rupiah Melemah, Harga Barang Elektronik Meroket https://t.co/6tjNeARpx4",Indonesia
1586134718323359744,negative,Fri Oct 28 23:16:00 +0000 2022,kareperaimu000,"Nilai dolar meningkat, dan nilai rupiah melemah, sedangkan aku di matamu tidak pernah ternilai",Jawa Tengah
1586090066291871744,negative,Fri Oct 28 20:18:34 +0000 2022,PanglimaIreng,@wibissono Bukan karna ekonomi yg kuat. Karna rupiah yg melemah.,
1585992082833174529,negative,Fri Oct 28 13:49:13 +0000 2022,AlbertSolo2,RT @AlbertSolo2: Kabar terbaru menyebutkan rupiah menguat setelah beberapa bulan terakhir ini terus melemah terhadap Dollar Amerika serikat…,"Surakarta, Jawa Tengah"
1585992055310159872,negative,Fri Oct 28 13:49:06 +0000 2022,AlbertSolo2,"Kabar terbaru menyebutkan rupiah menguat setelah beberapa bulan terakhir ini terus melemah terhadap Dollar Amerika serikat.pada penutupan perdagangan Jumat sore tadi, Rupiah di tutup di angka Rp.15.554 per satu Dollar Amerika serikat, namun demikian BI masih was-was.","Surakarta, Jawa Tengah"
1585976578940764160,negative,Fri Oct 28 12:47:37 +0000 2022,Arojas15260108,"RT @tvOneNews: Rupiah Melemah, Harga Barang Elektronik Meroket https://t.co/6tjNeARpx4",
1585962546573750274,negative,Fri Oct 28 11:51:51 +0000 2022,arraghib,"@singgih_nn lancar sih, tambah kan rupiah melemah, jadi gajine mundak sitik. wkwk","Depok, Jawa Barat"
1585934837948379136,negative,Fri Oct 28 10:01:45 +0000 2022,zal_4d3k,"RT @tvOneNews: Rupiah Melemah, Harga Barang Elektronik Meroket https://t.co/6tjNeARpx4",
1585930154798649344,negative,Fri Oct 28 09:43:08 +0000 2022,tvOneNews,"Rupiah Melemah, Harga Barang Elektronik Meroket https://t.co/6tjNeARpx4",Pulo Gadung
1585900766040010753,negative,Fri Oct 28 07:46:21 +0000 2022,tempodotco,RT @korantempo: Nilai tukar rupiah yang terus melemah membuat pelaku usaha gusar. Pelemahan rupiah yang telah mencapai lebih dari 9 persen…,Indonesia
1585881363898826752,negative,Fri Oct 28 06:29:16 +0000 2022,ToAnggur,RT @korantempo: Nilai tukar rupiah yang terus melemah membuat pelaku usaha gusar. Pelemahan rupiah yang telah mencapai lebih dari 9 persen…,
1585878716063764480,negative,Fri Oct 28 06:18:44 +0000 2022,nadrayanti,RT @korantempo: Nilai tukar rupiah yang terus melemah membuat pelaku usaha gusar. Pelemahan rupiah yang telah mencapai lebih dari 9 persen…,
1585876238316732417,negative,Fri Oct 28 06:08:54 +0000 2022,korantempo,Nilai tukar rupiah yang terus melemah membuat pelaku usaha gusar. Pelemahan rupiah yang telah mencapai lebih dari 9 persen sepanjang tahun ini secara langsung berdampak pada pelaku usaha manufaktur ataupun eksportir dan importir #KoranTempo https://t.co/fOPh21TGy5,Indonesia
1585867054925611008,negative,Fri Oct 28 05:32:24 +0000 2022,detikfinance,"Nilai tukar rupiah terhadap dolar Amerika Serikat (AS) pagi ini terpantau melemah tipis, turun ke level Rp 15.545. https://t.co/zhkSwi2zzR","Jakarta, Indonesia"
1585867052832755714,negative,Fri Oct 28 05:32:24 +0000 2022,detikcom,"Nilai tukar rupiah terhadap dolar Amerika Serikat (AS) pagi ini terpantau melemah tipis, turun ke level Rp 15.545. https://t.co/uACKP3oIll","Jakarta, Indonesia"
1585851870165479424,negative,Fri Oct 28 04:32:04 +0000 2022,AEPishere,"RT @kompascom: Bukan hanya terhadap rupiah, dollar AS juga melemah terhadap mata uang regional Asia lain. https://t.co/lsSSUVK1yw",Jakarta
1585849362324029440,negative,Fri Oct 28 04:22:06 +0000 2022,kompascom,"Bukan hanya terhadap rupiah, dollar AS juga melemah terhadap mata uang regional Asia lain. https://t.co/lsSSUVK1yw",Jakarta
1585826085128011776,negative,Fri Oct 28 02:49:36 +0000 2022,KATADATAcoid,Nilai tukar rupiah diperkirakan melemah akibat adanya penguatan dolar AS pasca rilis pertumbuhan ekonomi negara tersebut yang melebihi ekspektasi. https://t.co/6po8cuYq0h,Jakarta
1585805093781532672,negative,Fri Oct 28 01:26:11 +0000 2022,cnbcindonesia,"Amerika Lepas Dari Resesi, Awas Rupiah Melemah Lagi! https://t.co/faBtPlcXGE",Jakarta Capital Region
1585648846277079040,negative,Thu Oct 27 15:05:19 +0000 2022,ivooxid,Rupiah Melemah di penutupan Karena Pasar Nantikan Data Ekonomi https://t.co/JEphnpeJIy,Jakarta
1585626840474955776,negative,Thu Oct 27 13:37:52 +0000 2022,harkamayanp,Pengen tuku weekend offender tapi rupiah lagi melemah,"Kota Yogyakarta, Yogyakarta"
1585625366181588994,negative,Thu Oct 27 13:32:01 +0000 2022,GATRA_com,"Kamis Sore, Rupiah Melemah Tipis ke Level Rp15.567 https://t.co/LybjUJdlz7","Jakarta, Indonesia"
1585617278569451525,negative,Thu Oct 27 12:59:53 +0000 2022,AlbertSolo2,"RT @AlbertSolo2: Breaking news. Rupiah melemah tipis terhadap Dollar Amerika serikat, jelang penutupan perdagangan Jumat sore esok.Rupiah k…","Surakarta, Jawa Tengah"
1585617193328603136,negative,Thu Oct 27 12:59:32 +0000 2022,AlbertSolo2,"Breaking news. Rupiah melemah tipis terhadap Dollar Amerika serikat, jelang penutupan perdagangan Jumat sore esok.Rupiah kembali di buka di angka Rp.15.567 per satu Dollar Amerika serikat di pasar spot antar bank di Jakarta, Kamis pagi.harga pangan masih stabil hingga saat ini.","Surakarta, Jawa Tengah"
1585616668180459520,negative,Thu Oct 27 12:57:27 +0000 2022,AlbertSolo2,Rupiah spot ditutup pada level Rp 15.567 per dolar Amerika Serikat (AS) di akhir perdagangan Kamis (27/10) @kontanNews https://t.co/hebKgC0O95,"Surakarta, Jawa Tengah"
1585608702245339136,negative,Thu Oct 27 12:25:48 +0000 2022,andra_dp3,"@legislatweet ""Astaghfirullah, dzolim sekali pemerintah jadi kena azab rupiah melemah sampai meroket"" Mungkin gitu","DKI Jakarta, Indonesia"
1585603074500005889,negative,Thu Oct 27 12:03:26 +0000 2022,detikfinance,Nilai tukar dolar AS terhadap rupiah hari ini masih bikin deg-degan meski terpantau melemah tipis. Dolar AS hari ini terpantau turun tipis ke level Rp 15.570. https://t.co/I9vyeLy0vE,"Jakarta, Indonesia"
1585585744252657664,negative,Thu Oct 27 10:54:34 +0000 2022,apriliadyn,"RT @Askrlfess: [askrl] nilai tukar rupiah terhadap dollar AS melemah ya, nilai rp mencapai 15k/dolar AS, menurut kalian apa penyebab turuny…",authorized personnel only
1585583350634655744,negative,Thu Oct 27 10:45:04 +0000 2022,tempodotco,Rupiah pada sore ini ditutup melemah tipis empat poin di level Rp15.567 per dolar AS. #TempoBisnis https://t.co/VVsfknZ3Rc,Indonesia
1585574036134039553,negative,Thu Oct 27 10:08:03 +0000 2022,liputan6dotcom,"Investor Wait and See, Rupiah Ditutup Melemah Tipis ke 15.567 per Dolar AS https://t.co/5TSCwyTK7f",INDONESIA
1585566702955216896,negative,Thu Oct 27 09:38:55 +0000 2022,antaranews,"Kurs rupiah Kamis sore (27/10) ditutup melemah 4 poin atau 0,03 persen ke posisi Rp15.567 per dolar AS. https://t.co/U9mY81U0ZB",NKRI
1585565984840355841,negative,Thu Oct 27 09:36:03 +0000 2022,sariagri_id,Mayoritas Mata Uang Asia Menguat Rupiah Melemah Jadi Rp15567 per Dolar https://t.co/CAisuR5vl4 #sariagri #pertanian,Indonesia
1585564718626148352,negative,Thu Oct 27 09:31:01 +0000 2022,tribunnews,"Kamis Sore, Nilai Tukar Rupiah Terhadap Dolar AS Melemah Tipis ke Level Rp15.567 https://t.co/H72o8GSvsm via @tribunnews",Indonesia
1585563776836780032,negative,Thu Oct 27 09:27:17 +0000 2022,Askrlfess,"[askrl] nilai tukar rupiah terhadap dollar AS melemah ya, nilai rp mencapai 15k/dolar AS, menurut kalian apa penyebab turunya nilai tukar rupiah tsb dan gimana cara mengatasinya ?","Jakarta, Indonesia"
1585561971570913280,negative,Thu Oct 27 09:20:06 +0000 2022,antarabiz,Rupiah melemah di tengah pasar tunggu rilis data ekonomi https://t.co/dfYpJk4mWj,NKRI
1585561669677510657,negative,Thu Oct 27 09:18:55 +0000 2022,Adolf2004,"RT @kumparan: Sempat menguat, rupiah sore ini ditutup turun tipis. Besok diprediksi ke level Rp 15.550 hingga Rp 15.590 per dolar AS. https…",Everywhere
1585560339852451840,negative,Thu Oct 27 09:13:37 +0000 2022,kumparan,"Sempat menguat, rupiah sore ini ditutup turun tipis. Besok diprediksi ke level Rp 15.550 hingga Rp 15.590 per dolar AS. https://t.co/KDHVDNUuEl",
1585559451272359936,negative,Thu Oct 27 09:10:06 +0000 2022,Bisniscom,Rupiah dan Yuan China Kompak Melemah Dihantam Dolar AS Hari Ini https://t.co/obqLh2KkFw,"Jakarta, Indonesia"
1585557980031877121,negative,Thu Oct 27 09:04:15 +0000 2022,heriwebcom,Nyungsep! Rupiah Ditutup Melemah Rp15.567 Per Dolar AS https://t.co/nOHoVZk7ks,Jakarta
1585539933452013568,negative,Thu Oct 27 07:52:32 +0000 2022,wartaplanet,Rupiah Mata Uang Terendah Ke 4 | Kok Bisa? Penyebab rupiah melemah disebabkan oleh supply-denmand. Pelemahan rupiah juga berdampak terhadap perencanaan bisnis dan biaya impor yang semakin mahal. #wartaplanet https://t.co/tLhq2bHR6R,Indonesia
1585492204721958912,negative,Thu Oct 27 04:42:53 +0000 2022,Oposite84159900,"@RidwanAxl1 @Tama_tama0838 @HelmiFelis_ Sya bahas konteks suku dayak Mereka gk perlu membabad hutan untk bikin rumah, krna kebanyakan rumah mereka tinggali adlh rumah pohon! Udh lah masalah ini jngn d plintir lg Ad masalah yg lebih besar dri ini Yaitu melemah nya nilai tukar rupiah terhadap $",
1585485028917596161,negative,Thu Oct 27 04:14:22 +0000 2022,Antara_Kalteng,Kurs rupiah Kamis pagi melemah hanya 1 poin https://t.co/XkqXn0hDSd,"Jl. RTA Milono Km 2,5 Palangka"
1585480971784114176,negative,Thu Oct 27 03:58:15 +0000 2022,jjjhhhggfedf,RT @ChatibBasri: @Aswicahyono Tidak terhindarkan rupiah harus melemah. Tentunya BI harus menjaga jangan sampai terjadi exchange rate oversh…,"North Carolina, USA"
1585480193195397120,negative,Thu Oct 27 03:55:09 +0000 2022,ElshintaDotcom,Rupiah Kamis pagi melemah tipis 1 poin https://t.co/Be4TtXL3pD,Indonesia
1585475231158001664,negative,Thu Oct 27 03:35:26 +0000 2022,MalauArman,Rupiah melemah ke 16.000 #resesiglobal #global https://t.co/inMcBcmVi5,
1585471382896271361,negative,Thu Oct 27 03:20:08 +0000 2022,ceklissatucom,Rupiah Diprediksi Bakal Melemah Sampai Akhir Tahun #Rupiah #Dolar #BankIndonesia #Ekonomi #IHSG https://t.co/UiLaIGhSFf,"Bogor, Indonesia"
1585462455353819136,negative,Thu Oct 27 02:44:40 +0000 2022,Beritasatu,"Mata Uang Asia Mixed, Rupiah Melemah di Awal Perdagangan https://t.co/6cTjKca17E",Jakarta
1585461620717027328,negative,Thu Oct 27 02:41:21 +0000 2022,ANTARASumsel,Nilai tukar Rupiah Kamis pagi melemah tipis 1 poin https://t.co/pBmKUPVBgm,"Palembang, Sumsel, Indonesia"
1585457705892089856,negative,Thu Oct 27 02:25:48 +0000 2022,medcom_id,Rupiah Melemah Tipis di Kamis Pagi https://t.co/3DA61Hx08X,"Jakarta Capital Region, Indone"
1585457658358042625,negative,Thu Oct 27 02:25:36 +0000 2022,antaranews,"Nilai tukar rupiah pada Kamis pagi, melemah tipis 1 poin atau 0,01 persen ke posisi Rp15.564 per dolar AS. https://t.co/wxdSK1gJOX",NKRI
1585454964121677824,negative,Thu Oct 27 02:14:54 +0000 2022,ANTARABengkulu,Rupiah Kamis pagi bergerak melemah tipis 1 poin - ANTARA News Bengkulu https://t.co/aDFkQmEl7r,
1585454766184083456,negative,Thu Oct 27 02:14:07 +0000 2022,antarabiz,Rupiah Kamis pagi melemah tipis 1 poin https://t.co/ScCUCxIADC,NKRI
1585451280356425729,negative,Thu Oct 27 02:00:16 +0000 2022,YudiSet16452924,"Nilai tukar Rupiah terhadap Dolar terus melemah hingga hampir tembus Rp. 1600/Dolar, Apakah kasus wanita bercadar salah satunya untuk menutupi nilai tukar rupiah terhadap Dolar?? Mungkinkah tragedi 98 jilid 2 akan terulang???",
1585444505058443264,negative,Thu Oct 27 01:33:20 +0000 2022,john_wick1977,"@mr_dhody @PutraMarbau @C4KBroo_ Biar lu paham jgn bego trs seuumur hidup. Apa pengaruh rupiah melemah terhadap dollar amerika : Pelemahan nilai tukar rupiah akan mendorong imported inflation yang lebih tinggi. Harga barang impor, seperti pangan, yaitu gula, daging sapi, gandum akan mngalami kenaikan. Ngerti ?","California, USA"
1585426614623830016,negative,Thu Oct 27 00:22:15 +0000 2022,doktermarket,"Pagi. Semalam bursa AS ditutup bervariasi, Dow +0,01%, SP -0,74% dan Nasdaq -2% setelah Google dan Microsoft melaporkan kinerja keuangan di bawah ekspektasi. Kemarin IHSG melemah tipis 0,06% ke 7043. Rupiah menguat 0,38% ke 15563/Dollar AS.",Indonesia
1585423289719349248,negative,Thu Oct 27 00:09:02 +0000 2022,idx_channel,IHSG pada Kamis (27/10/2022) berpotensi melemah terbatas dan bergerak di rentang 6.921-7.075 #stockmarket #tradingnews #marketnews #newsupdate #investing #financenews #IHSG https://t.co/LsSLNuthjQ,Jakarta Capital Region
1585418132575105025,negative,Wed Oct 26 23:48:33 +0000 2022,kumparan,Indeks Harga Saham Gabungan (IHSG) diprediksi melemah pada perdagangan hari Kamis (27/10). https://t.co/TGnnTbbKPx,
1585410789740945408,negative,Wed Oct 26 23:19:22 +0000 2022,Elmirakid,"RT @hariankompas: Sejak pertengahan September 2022, rupiah terus terdepresiasi menembus batas psikologis Rp 15.000 per dollar AS. Depresia…",
1585410184226213891,negative,Wed Oct 26 23:16:58 +0000 2022,hariankompas,"Sejak pertengahan September 2022, rupiah terus terdepresiasi menembus batas psikologis Rp 15.000 per dollar AS. Depresiasi akan mendorong inflasi dari jalur importasi (imported inflation). #Ekonomi #AdadiKompas https://t.co/XdGGr18Ttx","Palmerah, Jakarta"
1585288465461100545,negative,Wed Oct 26 15:13:18 +0000 2022,rosadipulungan,"RT @bachrum_achmadi: Giliran rupiah melemah thd USD klen bilang pengaruh global. Giliran banjir jakarta dibilang krn cuaca ekstrim, klen g…","Kota Medan, Sumatera Utara"
1585255883097112583,negative,Wed Oct 26 13:03:49 +0000 2022,DefUncle,@tvOneNews Semuga pak Anies segera jadi presiden. Rupiah makin melemah. Di prediksi ahir tahun ini menembus Rp16000.00,
1585253798456741890,negative,Wed Oct 26 12:55:32 +0000 2022,nununugraha_15,"@NedCroMagnon @VIVAcoid Apa tidak di paksakan dengan keadaan dimana dunia d ramal mengalami krisis di taun 2023? Kalo sy presiden tau besok akan krisis proyek IKN berhenti. Kalo ga gitu bangkrut negara,utang luar negeri bertambah,rupiah melemah. Cb dehh pikir matang² mana yg perlu di dahulukan","kuningan,jawa barat"
1585249377043378176,negative,Wed Oct 26 12:37:58 +0000 2022,Lord_LoeHoet,"@geloraco Buat bilang bahwa dia wayangnya Moeldoko CS mo laporan tugas selesai, silahkan sekarang media yg goreng!! Timpa kasus Kanjuruhan Sambo iKN KCiC rupiah melemah judi online narkoba","putussibau selatan, KapuashuLu"
1585236540091158528,negative,Wed Oct 26 11:46:58 +0000 2022,LaytariI,Rupiah terus melemah. Tp masih ada yang selalu pura2 bahagia. Demi gengsi krn sudah terlanjur dg pilihan politiknya. Ayo sanjung lagi.. Jilat lagi.... 🤣🤣🤣,
1585214755207544832,negative,Wed Oct 26 10:20:24 +0000 2022,cnbcindonesia,"Stok Dolar Kering, Rupiah Terus Melemah https://t.co/rJijH8qLzj",Jakarta Capital Region
1585186711986110464,negative,Wed Oct 26 08:28:58 +0000 2022,TheGodRinnegan,"@BEMUI_Official Gini ya abang² yg pintarny ngalahin nicola tesla dan para ilmuwan zaman dahulu, janji mn yg gak ditepati ? Coba tolong di kasih buktinya ? Bilang rupiah melemah di angka 15.700/$?. Faktanya emng gitoh. UI ko kyk gini malu njir 🤣",日本 東京
1585174268089729025,negative,Wed Oct 26 07:39:31 +0000 2022,LianaSa65,"Rupiah melemah, utang semakin merah. Mereka masih pesta pora, kita semakin merana. #DramaAlaIstana. #DramaAlaIstana.",Jakarta
1585171707719192579,negative,Wed Oct 26 07:29:20 +0000 2022,AlbertSolo2,"RT @AlbertSolo2: Rupiah kembali nyungsep terhadap Dollar Amerika Serikat.pada pembukaan perdagangan Senin kemarin, Rupiah di buka melemah d…","Surakarta, Jawa Tengah"
1585171666656964608,negative,Wed Oct 26 07:29:11 +0000 2022,AlbertSolo2,"Rupiah kembali nyungsep terhadap Dollar Amerika Serikat.pada pembukaan perdagangan Senin kemarin, Rupiah di buka melemah di angka Rp.15.583 per satu Dollar Amerika, melemahnya nilai tukar rupiah membuat pasar semakin khawatir dengan kondisi saat ini, terutama tahun depan.","Surakarta, Jawa Tengah"
1585147536863813632,negative,Wed Oct 26 05:53:18 +0000 2022,TholekG,@siyasah_aswaja @NegeriKolam @kenjironagasak1 Faktanya kurs rupiah mulai melemah...,
1585127593183162369,negative,Wed Oct 26 04:34:03 +0000 2022,trenasia_com,"Dolar AS Terus Menguat Jelang Pertemuan The Fed, Rupiah Masih Berpotensi Melemah https://t.co/OjI8EvPksJ #TrenAsia",Jakarta
1585126827676536834,negative,Wed Oct 26 04:31:00 +0000 2022,Perindusubuh1,"Rupiah semakin melemah, rinduku padamu tidak pernah https://t.co/KaYjLq2Y8a",
1585124381805903874,negative,Wed Oct 26 04:21:17 +0000 2022,myputun,"Amerika Diramal Resesi, Rupiah yang Bakal Melemah! https://t.co/bluId1JbLk",
1585123451664502789,negative,Wed Oct 26 04:17:35 +0000 2022,DDTCNews,"Duh, pelemahan rupiah terhadap dolar Amerika Serikat (AS) untuk pelunasan pajak (kurs) beli satu pekan ke depan berlanjut. #kurspajak #pajak #valutaasing #PPN #PPnBM #rupiah #ringgitMalaysia #dolarAS #euro #dolarAustralia https://t.co/nvyJjEPzRX","Jakarta, Indonesia"
1585117297899077633,negative,Wed Oct 26 03:53:08 +0000 2022,omnylatuharhary,"@zarazettirazr Uang semesteran pada naik, dikala rupiah melemah .. 😥😥😥",Indonesia
1585115336688689152,negative,Wed Oct 26 03:45:20 +0000 2022,yntkt_s_,"@UNSfess_ Emas mungkin ya, harganya lebih stabel, kalo dollar mungkin saat ini lagi kuat krn rupiah lagi melemah, tp gatau kedepannya bisa aja rupiah menguat lagi",ur mind
1585105466966757377,negative,Wed Oct 26 03:06:07 +0000 2022,Tatu_parna,"RT @SalamDuaDJ: Rupiah melemah, utang semakin merah. Mereka masih pesta pora, kita semakin merana. #DramaAlaIstana #DramaAlaIstana https…",
1585103957822935040,negative,Wed Oct 26 03:00:08 +0000 2022,idntimes,Rupiah masih berpotensi melemah https://t.co/eQfuVg41F6,
1585100902741946368,negative,Wed Oct 26 02:47:59 +0000 2022,Rudi09098805,"RUPIAH MELEMAH, UTANG BERTAMBAH! Apkh Jelang akhir kekuasaan, NKRI sengaja dibikin hancur porak poranda dgn hutang? masih kurang? Utang RI sudah Rp 7.236 Triliun akhir Aug'22! https://t.co/vZhyQFSGWG https://t.co/nHWbDOFkqp","Makkah Al Mukarrama, Kingdom o"
1585086022781612032,negative,Wed Oct 26 01:48:51 +0000 2022,cnbcindonesia,"Amerika Diramal Resesi, Rupiah yang Bakal Melemah! https://t.co/yS9pKveUWX",Jakarta Capital Region
1585085797983997953,negative,Wed Oct 26 01:47:58 +0000 2022,SlndrYp,"@CNNIndonesia Yg penting tidak ada korban dan pelaku sdh teratasi. Yuk fokus ke isu lain yg jauh lebih besar. Soal tragedi kanjuruhan, soal rupiah yg terus melemah, soal isu 3 periode. Banyak bener isu² besar ini ...","Denpasar Selatan, Indonesia"
1585084934116749312,negative,Wed Oct 26 01:44:32 +0000 2022,OSoekaryo,"@Tan_Mar3M @SyahrilTng Eh anjeng bodoh kau berpikir rupiah melemah karena faktor internal ya ? Makan Taek aja kau anak pukimakk bodoh, dasar kau anak penjual pukii bangsat",
1585072169591377920,negative,Wed Oct 26 00:53:49 +0000 2022,doktermarket,"Pagi. Semalam bursa AS melanjutkan kenaikannya. Dow +1,07%, SP +1,63%, dan Nasdaq +2,25%. Kemarin IHSG melemah tipis 0,07% ke 7048. Rupiah melemah 0,24% ke 15622/Dollar AS. Hari ini cum dividen AMOR (Rp 32,5).",Indonesia
1585071623035817984,negative,Wed Oct 26 00:51:38 +0000 2022,bayukawan21,Saat rupiah melemah dipastikan teroris dan radikalisme muncul. https://t.co/ssjP8xOVgx,
